f,doe2vec_0,doe2vec_1,doe2vec_2,doe2vec_3,doe2vec_4,doe2vec_5,doe2vec_6,doe2vec_7,doe2vec_8,doe2vec_9,doe2vec_10,doe2vec_11,doe2vec_12,doe2vec_13,doe2vec_14,doe2vec_15,doe2vec_16,doe2vec_17,doe2vec_18,doe2vec_19,doe2vec_20,doe2vec_21,doe2vec_22,doe2vec_23,doe2vec_24,doe2vec_25,doe2vec_26,doe2vec_27,doe2vec_28,doe2vec_29,doe2vec_30,doe2vec_31
p7_p12_i1_i1_a0.25,0.2644146,-1.3797626,0.22318482,2.0747705,-0.15076484,-0.049532652,-0.36879748,-0.028103668,-0.9462421,-0.036884073,-0.040977903,-0.03427773,-0.007894403,0.08534962,-0.32475784,-0.054631937,0.7203654,-0.0005434882,0.022853866,0.6622358,-0.120729506,-1.4358783,0.10645599,-0.037410866,-0.057641126,-1.980175,-0.6590109,0.6891381,0.088514045,-1.8898879,1.4050686,0.04197807
p7_p12_i1_i1_a0.5,0.23480313,-1.3343246,0.06164798,1.7008328,-0.62750876,-0.04066582,-0.5932755,-0.12925369,-0.59383833,-0.34501976,-0.095582455,-0.011806033,-0.017547317,0.014166456,-0.12936306,-0.066002764,0.43259642,0.02018641,-0.025776247,0.37865853,-0.1942854,-1.2916694,0.111194775,0.07055463,-0.12007277,-1.5381249,-0.333954,0.0051064193,0.10677935,-2.81275,1.1660254,-0.04601968
p7_p12_i1_i1_a0.75,-0.0045771897,-0.6712559,0.1501646,1.2366762,-1.1649547,-0.02195909,-0.105457485,-0.10926607,-0.20530856,-0.5439828,-0.11866817,-0.0046545933,0.009114622,0.027431332,-0.86754954,-0.0369492,0.08088133,0.00059901923,-0.052473396,0.5349509,0.18119955,-0.45133263,0.114021815,-0.5864784,-0.10927265,-1.1852607,0.8373235,-0.20915052,0.10230014,-3.3070896,1.1022129,-0.09102493
p7_p12_i2_i2_a0.25,0.5032779,-0.5590336,-0.28686655,-0.07390948,1.036238,-0.039171174,-0.6303541,0.038072757,0.15579382,0.33364773,-0.11003139,0.06104974,-0.05649032,0.03959879,-0.52076715,-0.10067735,-0.69772995,-0.11348041,-0.03058591,0.25264275,0.43377107,1.4545541,0.045568027,0.0123234,0.029258847,-2.1017518,0.5265193,0.6425631,0.15160392,0.88429624,-0.00970006,-0.019272681
p7_p12_i2_i2_a0.5,0.10265921,-0.64314246,-0.20630096,-0.08730546,0.58491105,-0.06839336,-0.403332,0.06315732,0.21433827,0.13418873,-0.077202864,0.051095158,-0.045447122,0.04367099,-0.45172676,-0.06697437,-0.32238975,-0.06267172,-0.03784491,0.25782806,0.5538207,2.04114,0.05747535,-0.30298337,0.038234763,-1.649888,0.35884088,0.5086043,0.12126337,0.77164614,0.22212552,0.016311785
p7_p12_i2_i2_a0.75,-0.22639719,-0.61490136,0.18913347,0.26623926,0.20377761,-0.074234456,0.3340428,0.027006391,-0.51981765,0.11668423,-0.057529606,0.033499762,-0.008091847,0.07314938,-0.44192177,-0.014994652,0.014048696,-0.018519983,0.0014330242,0.4983601,0.45122463,2.3213933,0.045367125,0.08837369,0.05704114,-1.1714263,-0.35257536,0.6216067,0.025468096,0.2176877,0.27479792,0.057680003
p7_p12_i3_i3_a0.25,-0.19879596,0.13360476,-0.48245543,-0.7505722,-0.24106318,0.019227281,0.3044452,-0.070069045,-0.6510895,-0.4996856,-0.04468618,-0.04473829,-0.028662693,0.056198798,-0.39577287,-0.015654214,-0.14768192,-0.09635113,0.051053546,0.42450488,0.43938375,0.41855368,0.07778702,-0.9226924,-0.050073143,-1.9846139,0.7052487,1.014866,0.13619463,0.11515639,0.43480635,-0.07780712
p7_p12_i3_i3_a0.5,-0.02148199,0.17926952,0.11884001,-0.5688448,-0.17119496,-0.049059458,-0.17960133,-0.10489093,-0.55988336,-0.81062776,-0.0092482725,0.0035221232,-0.0903646,0.031552672,-0.59537554,-0.04043396,-0.08139679,-0.074098565,0.059576057,0.5586428,0.51459837,0.58799565,0.03488184,-0.6739551,-0.02338301,-1.520394,0.6199951,0.71518564,0.13250652,0.6564491,0.44854903,0.013318121
p7_p12_i3_i3_a0.75,-0.24948558,0.08742088,0.5189724,-0.39430147,0.16240647,-0.051707946,-0.75652343,-0.10395512,-0.46213984,-0.6664761,-0.04590591,0.0042167827,-0.041884154,0.0020747469,-0.8493439,-0.06434136,-0.011637539,-0.031896833,0.04525052,0.85973924,0.37914395,0.40782347,-0.016547335,0.045895148,0.01476911,-0.87972224,1.2129143,0.14426434,0.058833353,1.8607705,0.36838883,0.053891256
p7_p12_i4_i4_a0.25,0.96748686,0.32400882,-0.6790693,0.08096388,0.21068901,0.016835311,-0.498641,-0.063880086,0.22046915,0.55442214,-0.12661377,-0.04854115,-0.015646555,0.054683205,0.45818537,-0.086049214,-0.9778508,-0.11968813,0.05159147,0.4681719,-0.08115035,-1.1645443,0.04970558,0.27561304,-0.09958249,-2.4234533,0.6452584,1.6183897,0.17051366,-0.17782025,0.5413861,0.061354164
p7_p12_i4_i4_a0.5,0.5598014,-0.2139483,-0.2772261,0.09346861,0.13975886,0.06373661,-0.47353607,-0.043145422,0.4006292,0.29523113,-0.07380335,-0.06753072,-0.022599597,0.034811787,0.2820087,-0.10337511,-0.76577306,-0.12370616,0.0037567355,0.16467988,0.21656266,-1.1415424,0.111528136,0.08737154,-0.11198234,-2.015592,0.37361154,1.4009885,0.1057943,0.5575374,0.60885215,-0.025611818
p7_p12_i4_i4_a0.75,0.6821983,-0.5335599,-0.08526893,0.09489721,-0.18979006,0.010004977,-0.53773075,-0.02774391,-0.3267507,0.27252153,-0.0074081756,-0.07552419,-0.017770652,0.052728914,0.28912026,-0.04891798,-0.8102654,-0.12703234,-0.022252867,0.20298219,0.22553806,-1.0532446,0.08372652,-0.32451475,-0.071500205,-1.4839035,-0.0377951,1.2593857,0.009894519,1.075168,0.5178221,0.007569429
p7_p12_i5_i5_a0.25,-0.22536507,0.4084766,0.010368183,0.721449,1.0429416,-0.023387281,0.11533685,-0.103182524,-0.22481927,0.16841088,-0.18025194,-0.06308782,-0.009871966,0.148841,-1.3537264,-0.12617718,-0.32526222,-0.086309835,0.047003254,0.27257854,0.04716915,-0.6157861,0.015566597,-0.062264,0.06299907,-2.751933,1.2854975,0.88078713,0.13382645,-0.3637462,-0.23176485,-0.031854905
p7_p12_i5_i5_a0.5,0.55531275,-0.21283786,0.69913745,0.910699,0.6116669,0.017427724,-0.035263777,-0.13125701,0.19670895,0.006486198,-0.12167801,-0.022537807,-0.013976571,0.052438382,-1.2475784,-0.10148068,-0.36833265,-0.11536332,0.060203634,0.23180461,0.10277394,-0.9280477,0.040103026,0.27813226,-0.04669727,-2.0170434,0.832943,0.70184684,0.095466204,-1.0027161,-0.23783147,-0.039862107
p7_p12_i5_i5_a0.75,1.3758616,-0.30223715,0.8496516,0.8466356,0.62587553,-0.004216999,-0.20016155,-0.10549894,-0.42151636,0.04742958,-0.040365174,0.028189015,-0.028905682,0.018776717,-1.3530296,-0.050493944,0.033093154,-0.10954512,0.019027319,0.5783902,-0.040851533,-0.23175868,0.03197629,0.20345539,0.00047473516,-1.4110792,0.14211144,0.21597922,0.009158586,-1.7506622,0.044562444,0.07211482
p7_p13_i1_i1_a0.25,-1.6436085,-0.19433646,0.18932956,-0.19666962,0.1533471,-0.07928658,0.31629202,-0.04887776,-0.10863629,0.23431303,-0.19569492,0.14151779,0.12084591,0.013433509,-0.3221134,0.012079339,0.45788136,0.051228613,0.008218671,0.932468,0.23814416,1.7397482,0.12817734,-0.01927184,0.01567917,0.12768877,1.5859594,-0.53433776,0.038707122,-2.5727453,0.98909336,0.04456403
p7_p13_i1_i1_a0.5,-0.95953906,-0.0731204,0.04171413,-0.025338352,-0.56562304,-0.05988606,0.5752975,-0.10854556,-0.27533972,0.05885593,-0.18690987,0.09156348,0.104700565,0.038914032,-0.95532125,0.0048861178,0.0619002,0.05734572,-0.0040612007,0.8605526,0.33876154,1.8888683,0.09842947,-0.3311776,-0.01700934,-0.13545263,2.0662162,-0.42302117,0.068082795,-2.9002876,1.037121,0.014346288
p7_p13_i1_i1_a0.75,-0.46911997,-0.008540943,-0.22408476,0.18760383,-1.0133994,-0.043259554,0.6170036,-0.10755183,-0.2621755,0.030179992,-0.16263622,0.04613896,0.084238134,0.030094218,-1.3383604,0.013001259,-0.030311644,0.046618506,-0.011360779,0.64441544,0.48298928,1.8047597,0.086772904,-0.5633655,-0.025257684,-0.5809477,2.151116,-0.3495455,0.07833121,-2.91328,0.96101016,-0.018681422
p7_p13_i2_i2_a0.25,-0.27134502,-1.2590755,0.3206853,0.4172764,-0.15305237,-0.11995987,0.64497733,-0.0067499187,-0.5014702,0.14811723,-0.04774679,0.05741026,0.04654553,0.042092633,-0.5813884,-0.01432618,-0.21468458,0.010109339,0.0060170908,0.6935889,0.46540833,2.0214903,0.057283513,-0.30743888,0.02813904,-0.33147168,-1.0663788,0.50534296,0.00081955176,-1.0311774,0.37007403,0.046847675
p7_p13_i2_i2_a0.5,-0.33836877,-0.8752708,0.60833085,0.2645521,-0.021629184,-0.11113273,1.0494521,0.0062430333,-0.6383084,0.40250874,-0.026797919,0.044828635,0.033306316,0.033910308,-0.7242732,-0.027789641,0.0016990304,-0.0054764356,0.023601126,0.70145196,0.17473109,2.200802,0.051640704,-0.19489665,0.022346653,-0.46236914,-1.230266,0.77408326,0.0012567807,-0.61555916,0.38153642,0.071285464
p7_p13_i2_i2_a0.75,-0.31903344,-0.41816944,0.7164389,0.19437465,-0.010727748,-0.088117786,1.0986403,0.012077162,-0.6243406,0.56172717,0.0012445115,0.026515767,0.01049845,0.04620289,-0.79597545,-0.009179286,0.20533471,-0.009964567,0.035253838,0.6567419,0.13717645,2.2341774,0.03910949,-0.15387361,0.026292771,-0.62299865,-1.148723,0.9503914,0.003255968,-0.33539525,0.3685013,0.07829651
p7_p13_i3_i3_a0.25,-1.0852234,-0.395077,0.46979746,-0.0038770884,-0.0391139,-0.045460142,-1.2456455,-0.086440936,0.13707486,0.28191137,-0.078138754,0.014140363,0.009987317,-0.013994766,-0.7162743,-0.085391246,-0.3607165,-0.016315712,0.014021135,0.9960305,0.3937795,0.62838066,-0.01807511,0.8559056,0.019114114,0.12768674,1.537322,-0.3074402,-0.0036599683,2.4501958,0.10253264,0.032681346
p7_p13_i3_i3_a0.5,-0.8592934,-0.22738682,0.51922834,-0.057118237,0.013445124,-0.0484033,-1.3392334,-0.090339825,0.093562275,-0.0128412545,-0.066094205,-0.008271639,-0.012767267,-0.025466714,-0.9495076,-0.091817,-0.0035771728,-0.013170627,0.029520893,0.8908388,0.3194199,0.17568743,-0.03898132,0.83101976,0.012795127,-0.24816954,1.4371402,-0.3003693,-0.001311468,2.632959,0.08065574,0.035316676
p7_p13_i3_i3_a0.75,-0.44883293,-0.35129136,0.37217137,0.003271222,0.0387346,-0.041301392,-1.3922235,-0.0887392,-0.047905833,-0.18316719,-0.06495792,-0.024687696,-0.017069735,-0.020098925,-1.0927918,-0.098572575,0.2509078,-0.019535154,0.025500108,0.7919406,0.3883478,0.050845638,-0.044253863,0.74818826,0.018485844,-0.51585937,1.3972191,-0.22325215,-0.0066927536,2.4690435,0.05452098,0.037943315
p7_p13_i4_i4_a0.25,0.53606915,0.33518273,0.17741907,-0.043519124,-0.445208,-0.04926136,-0.35825366,-0.14414063,-0.19221532,0.31312576,-0.030375551,0.009654081,0.030720714,0.07906996,-0.5434953,-0.051320262,-0.72552896,-0.05785474,0.010607737,0.9797959,0.77747715,-1.6030993,-0.02019923,-0.48077092,-0.05991239,0.093518734,0.4881866,0.63540274,0.05791899,2.331667,0.8384045,0.08610841
p7_p13_i4_i4_a0.5,1.2780873,-0.47517395,0.5562613,0.4755402,-0.15489224,-0.036607213,-0.49109444,-0.07362363,0.009127289,0.004667921,-0.026331868,0.010293297,0.03651118,0.08313502,-0.19800392,-0.045909554,-0.031225204,-0.061722808,-0.016449269,0.8828477,0.61289847,-1.4932065,-0.057879,-0.36144906,-0.0033436024,-0.12033951,-0.099870324,0.6757791,0.0012184344,1.7942716,0.72384286,0.0813136
p7_p13_i4_i4_a0.75,1.5819994,-0.7988942,0.6280912,0.4944311,0.10664275,-0.027929826,-0.5246127,-0.042425618,-0.0482997,-0.32545522,-0.04547286,0.018114533,0.028249133,0.08286099,-0.049176633,-0.0285961,0.26678738,-0.06263234,-0.016908597,0.69993216,0.45635718,-1.3053389,-0.030772587,-0.13800061,0.020893872,-0.45488566,-0.42831865,0.7662431,-0.019706659,1.1372669,0.5823385,0.092274316
p7_p13_i5_i5_a0.25,1.8297938,0.3170025,1.5272774,-0.38995436,0.05508302,0.022984535,0.45251268,0.0711772,0.2932385,0.043677416,0.021737505,0.109618604,-0.14254467,0.09998746,0.0115177035,-0.033984195,1.251644,-0.077793784,0.0037786681,0.9817484,-1.9533961,-1.2354329,-0.1273396,1.1058242,0.05843843,-0.019284606,-2.37433,0.11104992,0.009538048,0.3541046,-0.43887115,0.04463029
p7_p13_i5_i5_a0.5,1.8768439,0.713951,1.1489265,-0.5769857,0.070977524,0.015776461,-0.050200887,0.032691095,0.054424673,0.031251613,-0.007947857,0.12518206,-0.102535926,0.067992166,-0.42095542,-0.047158472,0.68257177,-0.079875976,-0.0046650767,0.8860387,-1.6956015,-0.52009207,-0.124585666,1.11419,0.06473154,-0.22689521,-1.9759037,-0.15852973,-0.015042865,-0.6738805,-0.14163512,0.06961213
p7_p13_i5_i5_a0.75,1.8021985,0.81563956,0.6445037,-0.56247306,0.2101449,-0.013458051,-0.09644243,0.018710291,-0.093645066,0.040690683,-0.018350575,0.105962716,-0.06381055,0.057756208,-0.6711867,-0.027021065,0.3279902,-0.07217665,0.00866936,0.7320549,-1.1742811,0.12401943,-0.090126395,0.9730096,0.05746857,-0.4773237,-1.4049896,-0.12958726,0.003770235,-1.040174,0.17537807,0.07246043
p7_p14_i1_i1_a0.25,0.26950014,-0.76180536,0.030459449,0.0718182,-1.1183348,0.015807109,-0.3859196,-0.1312266,-0.07056129,0.26274544,-0.0763731,-0.110748954,0.04073032,0.049271807,-0.80425435,-0.11267103,-0.15362653,-0.044141985,-0.041916184,0.34921795,0.0807489,-1.343152,0.1230642,-1.2060884,-0.19067672,-1.4908658,2.9821784,0.48865142,0.105872855,-1.07328,0.8636834,-0.07668344
p7_p14_i1_i1_a0.5,0.040557235,-0.5195113,0.07408559,-0.043998435,-1.3305595,0.009413674,-0.43831363,-0.12673701,-0.21956432,-0.011726022,-0.09514605,-0.07329974,0.048193227,0.030489475,-1.0634186,-0.081740096,-0.035605937,-0.023252454,-0.04035411,0.4841252,0.2915991,-0.8714221,0.09317343,-1.2641629,-0.15265574,-1.232481,3.0106833,0.22921643,0.0991589,-1.5412948,0.94826704,-0.074530914
p7_p14_i1_i1_a0.75,-0.09306707,-0.29177135,-0.006644726,-0.0021321326,-1.456857,-0.018193362,0.15240839,-0.10028708,-0.3016128,-0.10396528,-0.121942595,-0.018078724,0.10402627,0.032681838,-1.3999301,-0.022273373,-0.0012758076,0.042135946,-0.024811437,0.64847857,0.48205033,0.466141,0.0650582,-1.2392613,-0.08244127,-0.86000633,2.9562695,-0.09821126,0.06835181,-2.2549756,1.1277096,-0.053725015
p7_p14_i2_i2_a0.25,0.3325354,-0.9720848,0.23926005,0.10981479,0.35634512,-0.100536,0.3467634,0.07489796,0.04528573,0.02636854,-0.017220717,0.070694014,0.039847083,0.1033656,1.1529732,-0.024186928,-1.0883273,-0.009573039,-0.034945525,0.30609578,-0.43838614,1.7941432,0.011001613,-0.5542221,0.02944053,-1.4528718,-0.98095965,0.64853287,0.06720305,-0.83075726,1.3649392,-0.0027854564
p7_p14_i2_i2_a0.5,-0.15708897,-1.0224555,0.1173248,0.015546203,0.19945031,-0.1300334,0.27865666,0.07350302,-0.33058053,0.15221436,-0.038117383,0.04300391,0.03356784,0.05057171,0.91355985,-0.005887883,-0.28102896,-0.03289996,-0.0058804285,0.48471028,-0.19377074,1.7664266,0.05697552,-0.3684286,0.03920422,-1.1932932,-1.0383266,0.50432354,0.025946632,-0.6984878,0.9050576,0.026428245
p7_p14_i2_i2_a0.75,-0.31924617,-0.748477,0.30741495,0.0920333,0.16249567,-0.10763626,0.44004244,0.039446183,-0.5071679,0.23421566,-0.04872035,0.05162724,0.01581404,0.055433262,0.79610616,0.008253167,0.34995514,-0.021780755,0.013881084,0.59657604,-0.002041772,1.9620264,0.046416074,0.0096987,0.052186646,-0.97077006,-1.1651261,0.6442147,-0.025328856,-0.63164765,0.6637212,0.06707282
p7_p14_i3_i3_a0.25,0.5384079,-0.4014635,-0.32400504,0.005928308,0.13401434,-0.039586492,-1.3180453,-0.03013477,0.11113253,0.2980111,-0.037951607,0.011841956,0.038552437,-0.007758095,-0.29059017,-0.06373322,0.37172976,-0.09136568,0.03466729,0.8236361,0.33491522,1.5457299,-0.08655571,0.42351535,0.031524196,-0.65197766,-0.046784457,0.27424276,0.012648161,2.8926098,-0.24663539,0.06748437
p7_p14_i3_i3_a0.5,0.05552493,-0.54835546,-0.14457734,0.10251653,0.11170992,-0.036940552,-1.6611631,-0.069535136,-0.022194266,-0.04162861,-0.05992089,-0.009568462,0.022870407,-0.03036427,-0.45800674,-0.101675555,0.34303743,-0.059055034,0.030487023,0.99593824,0.46056086,1.2332382,-0.09893285,0.5170704,0.027279358,-0.49396193,0.5608232,-0.060453773,0.02616148,2.974091,-0.1655457,0.06488928
p7_p14_i3_i3_a0.75,-0.20957452,-0.519825,0.08016564,0.072369725,0.11143577,-0.041797608,-1.6188776,-0.08661419,-0.08551553,-0.16821535,-0.07353675,-0.018927123,0.0008146097,-0.020870596,-0.84863406,-0.09760239,0.43341517,-0.032271005,0.026979443,0.84496945,0.57236016,0.61335254,-0.06697792,0.62827057,0.011284912,-0.64526045,1.1173562,-0.0832952,0.023813974,2.6972833,-0.077109545,0.053164005
p7_p14_i4_i4_a0.25,1.4797404,-0.19869353,0.29686928,-0.14551687,0.5050805,-0.027207041,-0.033848733,0.009632219,-0.20790583,0.79406005,-0.009681681,-0.04759723,0.0028172727,0.029094651,0.8555849,-0.043521967,0.21462338,-0.106290996,0.03286761,0.47047943,-0.38011527,-1.6553195,0.0775901,-0.166386,-0.0652449,-1.3225626,-0.52894294,0.70760846,-0.0011562053,-0.23793794,0.8825224,0.05110436
p7_p14_i4_i4_a0.5,1.4454286,-0.2838816,0.42868033,-0.03510064,0.43246102,-0.033554316,-0.12446645,-0.0037952755,-0.18229806,0.44929206,-0.017933693,-0.03295888,-0.0015357388,0.05026892,0.94558793,-0.040621467,0.31551963,-0.10118994,0.010480909,0.57391137,-0.13559723,-1.6140928,0.052156314,-0.13412234,-0.039821893,-1.0269963,-0.5996744,0.817358,-0.026626024,0.27128553,0.81870157,0.062262803
p7_p14_i4_i4_a0.75,1.5484054,-0.558905,0.59932566,0.15236467,0.38657457,-0.039584465,-0.25424302,-0.021624796,-0.11535066,0.0018665977,-0.024948673,-0.011924238,0.0027768137,0.07372798,0.8481658,-0.03909819,0.49858665,-0.09402175,-0.008543698,0.6374653,0.0073024184,-1.4546256,0.020656927,-0.14691828,-0.01557315,-0.80625343,-0.595156,0.8515458,-0.025998093,0.589031,0.6880983,0.06973712
p7_p14_i5_i5_a0.25,1.0570005,-0.83387786,-0.5747841,-0.15963587,0.20419204,-0.043036386,-1.632333,-0.16271868,-0.5913601,-0.484528,-0.03133093,0.06404844,-0.026642002,0.04729059,-1.4945884,-0.0018664626,1.2658962,-0.12542635,0.025155358,0.50875133,0.7311488,-1.0717657,0.05464103,-0.3291401,0.05936602,-1.0647328,-1.0429456,0.79426205,-0.018456124,-2.0787363,-0.155516,0.07450157
p7_p14_i5_i5_a0.5,1.3860542,-0.5402747,-0.2586302,-0.2112018,0.26027337,-0.031159448,-1.2659036,-0.11334211,-0.42254597,-0.24187408,-0.051357307,0.07582897,-0.030472573,0.046262287,-1.356987,-0.011400237,1.2022771,-0.10665404,0.023266848,0.6532025,0.17774218,-0.9219094,0.025707118,-0.016752392,0.054034304,-0.87177384,-1.2454782,0.5713596,-0.020091541,-2.0938127,-0.026838392,0.073369555
p7_p14_i5_i5_a0.75,1.6082394,0.2093814,0.08357106,-0.3627463,0.24570075,-0.019500697,-0.76073575,-0.0420435,-0.29315376,-0.065163136,-0.037943587,0.08647291,-0.027139246,0.04734517,-1.0636874,-0.023333706,0.7762693,-0.08371663,0.02217188,0.651064,-0.46168637,-0.37632287,-0.030097978,0.38954815,0.068113886,-0.8032995,-1.1809667,0.23208879,-0.028375667,-1.7330092,0.17515637,0.07310736
p7_p15_i1_i1_a0.25,-0.6686159,-0.6749366,-0.1774588,0.046363026,-0.2632646,-0.03466744,-0.4613491,-0.10271151,0.15308776,-0.084669426,-0.07049638,0.03773199,-0.0018198639,0.012998894,-0.72589624,-0.02316882,0.48672855,-0.104249656,0.011447838,0.1962536,0.7803751,-0.986159,0.11642151,-0.14686292,-0.01864646,-1.4287446,0.14830644,0.17136937,-0.01757641,-1.803033,0.34042585,-0.009833795
p7_p15_i1_i1_a0.5,-0.75254166,-0.41624385,-0.23826313,0.33189294,-0.50962895,-0.044514373,0.09007257,-0.085787565,0.032601207,-0.20882687,-0.10565279,0.06995482,0.057964154,0.04207789,-1.1090465,0.0035394132,0.2740392,-0.019407617,-0.020366903,0.5128723,0.7181793,-0.18796015,0.10394969,-0.3507953,-0.020443592,-0.94671464,0.91315836,-0.22111294,0.0049807215,-2.5338967,0.6354456,-0.014546349
p7_p15_i1_i1_a0.75,-0.63991743,-0.22707765,-0.15602799,0.5319779,-0.8680769,-0.027169289,0.71071273,-0.105608,-0.06844473,-0.28735802,-0.14180546,0.06426391,0.079328015,0.044143606,-1.4338698,-0.003199434,0.096989214,0.04263378,-0.035826974,0.75686485,0.663383,1.1522083,0.07804304,-0.619323,-0.020202924,-0.56614053,1.7984273,-0.4566258,0.038539637,-3.1341217,0.99330837,-0.04933252
p7_p15_i2_i2_a0.25,0.05651273,-0.60064906,0.20163363,0.5842929,0.4091767,-0.0845508,0.43361133,0.058437485,0.2509264,0.0017513968,-0.006211752,0.053968925,-0.014011401,0.080865905,-0.3140954,0.031862706,0.9522438,-0.053180277,0.0206367,0.7188793,-0.38027245,2.693413,0.013144048,0.7425397,0.090022534,-0.9665367,-1.518605,0.44183686,0.006057362,0.18593907,0.22789393,0.070740096
p7_p15_i2_i2_a0.5,-0.21327959,-0.6883252,0.59463406,0.6489668,0.2935485,-0.09069545,0.57828546,0.032040417,-0.055030346,0.32516602,-0.040780216,0.04928968,-0.021550637,0.07955219,-0.46302903,0.014069261,0.6752124,-0.019008528,0.026449557,0.70227784,-0.05250287,2.53687,0.033960726,0.5561873,0.075041644,-0.858276,-1.352706,0.5255885,0.0063436693,-0.0709962,0.27079082,0.0822312
p7_p15_i2_i2_a0.75,-0.37105358,-0.48214972,0.80863094,0.52037954,0.22053343,-0.082196,0.73416847,0.024716314,-0.29215756,0.46250504,-0.031301368,0.052308463,-0.01170894,0.079189315,-0.6154704,0.018528908,0.5141994,-0.000045308843,0.029268218,0.75723,0.1050241,2.4941201,0.03871061,0.2750555,0.06799137,-0.6979886,-1.2313393,0.74139965,0.0010344032,-0.26978105,0.34441417,0.08792673
p7_p15_i3_i3_a0.25,-0.589947,-0.34617758,0.96046126,0.7560941,0.31188315,0.024571044,0.9880327,0.00794895,0.17736122,-0.6764703,0.072337836,0.009353382,-0.11902168,0.10565288,-0.2755216,-0.05579464,-0.31546274,-0.03659572,0.037476763,0.95059294,-1.2301114,1.5439544,-0.058259346,1.2379304,0.056398686,-0.43330622,-0.48245382,-0.4260824,0.008360106,1.6749219,0.21562834,0.04169301
p7_p15_i3_i3_a0.5,-0.80403763,-0.14274766,0.91733277,0.4279535,0.32387528,0.015426425,0.13665271,-0.013042141,0.14157209,-0.6602723,0.029861901,0.0028865905,-0.097355336,0.061096568,-0.552665,-0.08438417,-0.09769896,-0.03875377,0.04886683,0.9698573,-1.0855303,1.1034099,-0.04370915,1.2874233,0.061839063,-0.39111394,0.1415548,-0.5288843,0.0052464427,2.1656713,0.15902717,0.05217917
p7_p15_i3_i3_a0.75,-0.61471415,-0.13175811,0.60723686,0.31812093,0.1426568,-0.014420085,-1.0040606,-0.0632582,0.04597637,-0.38467747,-0.032818045,-0.014802807,-0.04934158,0.013018722,-0.9506155,-0.09683488,0.2703105,-0.032476924,0.037660755,0.8365043,-0.41879904,0.43136564,-0.058656648,0.9770046,0.035392493,-0.5405416,0.8585119,-0.3449392,0.0010449616,2.3290355,0.08287896,0.048566718
p7_p15_i4_i4_a0.25,0.7502694,0.3410097,-0.40147895,-0.09052281,0.23734385,-0.01696538,-0.91262376,-0.0019220482,-0.21424526,-0.16075358,0.028718468,-0.010633251,-0.024410699,0.061987188,-0.56832236,-0.06598159,0.6295276,-0.12908584,0.02265661,0.4206974,-0.1762178,1.1622105,-0.02711098,-0.62675065,0.017019346,-1.4783747,-0.21313047,1.0343213,0.09383154,1.8720956,0.45002133,0.044834353
p7_p15_i4_i4_a0.5,1.1279852,0.38068205,0.1249938,0.28086308,0.18986928,-0.007879861,-0.9125989,-0.010594172,-0.27561644,-0.22835453,0.012608774,-0.007953491,-0.0151497135,0.050091576,-0.30965132,-0.060256604,0.6507141,-0.088361025,0.017967867,0.6918964,0.121861614,0.45245433,-0.06941243,-0.6061682,0.031512827,-0.94903064,-0.5955634,0.9627509,0.068949655,2.2284212,0.6518827,0.0565909
p7_p15_i4_i4_a0.75,1.6409196,-0.22137322,0.49450126,0.5282177,0.20391476,0.012724018,-0.7443963,-0.016513973,-0.0682022,-0.5345831,-0.035883307,0.012308038,-0.0025283322,0.061838534,0.058385372,-0.058367718,0.26952702,-0.07687467,-0.004881583,0.8885408,0.1155651,-0.8127788,-0.05633571,-0.20701799,0.036090717,-0.43352348,-0.8529812,0.8328614,0.010849235,1.7389265,0.725021,0.076652184
p7_p15_i5_i5_a0.25,1.2638396,0.7582716,-0.52432334,-0.56053764,0.7937146,0.00730176,-0.6896547,-0.13134708,0.09247199,-0.822888,-0.04986805,0.06383794,-0.0072292695,0.048802968,0.5266264,0.017484207,0.15797517,-0.16571078,0.018402657,0.64327985,0.64152765,-1.0101533,-0.028457565,-0.04378305,0.07184081,-1.0338436,-0.7270462,0.5154547,0.0074576093,-1.0049984,-0.48223108,0.07483358
p7_p15_i5_i5_a0.5,1.5737551,1.0270784,-0.23321018,-0.6077275,0.7383915,0.0031092856,-0.5910485,-0.07710293,0.09540042,-0.7478568,-0.06733914,0.09175989,0.0012555872,0.0580197,0.42417175,0.009242166,-0.035189092,-0.1499686,-0.010121036,0.75508887,0.15160497,-0.7194814,-0.06820457,-0.070681885,0.10849375,-0.75305486,-0.8137369,0.21903642,0.010066726,-1.3654387,-0.22373834,0.049668774
p7_p15_i5_i5_a0.75,1.7036364,1.081232,0.106895775,-0.5194359,0.43021894,-0.0021771211,-0.33155975,-0.017656863,0.0007891357,-0.3034886,-0.05666053,0.09767845,-0.013063683,0.055703487,-0.36893666,-0.0072739245,0.0066037476,-0.09969234,-0.0012924308,0.6656446,-0.5695956,-0.11610204,-0.08930606,0.20999077,0.09643755,-0.7365449,-0.915173,0.047204733,0.011390035,-1.198795,0.052913323,0.058096547
p7_p16_i1_i1_a0.25,0.5048201,0.14048982,-0.0038618147,-0.42078042,0.039931327,-0.030435098,0.24261265,-0.08980282,-0.1608735,-0.22264354,-0.11734943,0.07872854,0.053342108,0.033508696,-0.7323902,0.012958587,0.49155974,-0.0055684857,0.0039947964,0.5111802,1.181493,1.4386644,0.0500253,0.35672694,0.052245468,-0.41684663,1.1629802,-0.3224245,0.028565273,-1.721365,0.5855605,0.062763005
